,pred
281,302.33318646637264
282,271.2307693257581
283,129.88791994374245
284,63.34870178754647
285,33.829100568863915
286,12.451765658463744
287,4.7270114120651705
288,4.967673259583316
289,23.296913352772897
290,68.85478982342471
291,357.9871897531702
292,570.7716293644492
293,306.2295200176209
294,217.49045007515244
295,238.6433803511098
296,330.8778947129861
297,362.1430348619714
298,258.42226938821454
299,263.72220347458483
300,322.3669794956233
301,443.3260050086264
302,236.45787277089573
303,228.28316862388925
304,133.54362162346283
305,149.104953551943
306,82.70025415521722
307,81.28083507559244
308,131.23694900783408
309,99.26556384061095
310,63.50594949598127
311,29.898007578683483
312,8.451317161382788
313,8.657149189423246
314,27.1498779866989
315,87.40248319019625
316,214.62646185820233
317,279.7568150478934
318,429.25651967576914
319,496.09812304320315
320,585.3819037274081
321,618.2508068248726
322,613.7387609012445
323,617.6540405466208
324,544.5326898311255
325,613.1294031189717
326,592.5643002796664
327,417.07268647884683
328,303.75298149566385
329,273.31234945698856
330,251.51802716175794
331,181.91922197587581
332,131.68796463178168
333,109.26944420000159
334,65.1238390924446
335,30.754611983739945
336,12.68949363871154
337,10.352394390556602
338,21.04670647787775
339,62.814484477285475
340,150.95353971769003
341,286.29061659654167
342,412.8197693290203
343,509.6724077139427
344,592.3296682104059
345,617.2908224611108
346,576.7236242200431
347,601.504000313679
348,503.0324778205564
349,520.784878709865
350,507.97271251972137
351,391.24500726434644
352,283.06424453877014
353,233.94260623642054
354,148.870975055178
355,80.65894811525541
356,32.436762949341926
357,12.0449203222569
358,10.110453043778396
359,5.090969117988897
360,5.1412162475288685
361,22.822347393621214
362,144.1985061312317
363,323.88706444349066
364,611.457631867977
365,338.5410985345873
366,209.8950176267745
367,234.7872622715297
368,283.88119060290137
369,272.0863924080968
370,261.0113939599587
371,281.1552463363842
372,368.39517826290194
373,680.916987955716
374,688.4461030297863
375,483.4749556895406
376,322.68431920327373
377,236.39375367165826
378,154.02886213764873
379,73.81465147519903
380,31.242550074524114
381,12.264003888589652
382,2.8307952771440243
383,3.622626445034596
384,3.4906326510269166
385,15.164313404402705
386,146.29260067913097
387,315.81781775977674
388,610.9185615501881
389,312.8778731420112
390,189.87450507492113
391,219.56295846049898
392,256.6934888265023
393,283.5880165881103
394,245.97028451106036
395,247.13941595552902
396,385.9079835919276
397,738.1971945097871
398,735.4504587563697
399,509.6734637194558
400,374.4026436717466
401,256.07120402809284
402,186.8760604813005
403,88.88274680643433
404,41.28800099346955
405,11.24718780441942
406,7.275515666428906
407,4.450203253297013
408,3.946425652322865
409,26.15375518385101
410,146.01801838839395
411,347.0282881660541
412,636.280917056892
413,330.27861521154074
414,211.47067993445336
415,238.03073482441178
416,308.99501557104105
417,305.79368615855117
418,275.5938413378834
419,283.4926446311926
420,387.09852434795044
421,738.2817854022732
422,419.66972542132214
423,529.5039156740297
424,333.4185838060342
425,271.134378702553
426,162.4179769529082
427,85.72595190849744
428,44.84127484051051
429,21.267802491614344
430,6.898889790758902
431,4.957333377006331
432,4.045224959420074
433,26.430028804804305
434,143.25257628861536
435,352.03085165530615
436,599.7808138440581
437,320.28534203623644
438,203.29973476745715
439,241.71095971742224
440,325.12691066394683
441,283.3781030190257
442,279.4850254645812
443,295.2043019400027
444,400.63338413711466
445,771.1749599825149
446,741.5752095534102
447,532.884359444502
448,407.7959733692391
449,271.19995610254387
450,253.14443452985196
451,130.5858889662108
452,61.50515564962351
453,36.18431887138404
454,13.135612192867125
455,5.655976590802405
456,5.553039831459055
457,24.488040713104343
458,147.09501669678932
459,343.1398934977031
460,605.1326287169699
461,323.10732705432713
462,250.60640923446036
463,264.57596897322236
464,373.83099472104277
465,381.01427207093434
466,370.3779258055004
467,375.2008792241464
468,501.95111830202495
469,775.3883986961853
470,755.6612680853308
471,489.93356624645094
472,357.15549695083996
473,297.46502365738456
474,277.4673004522687
475,215.55452714788115
476,142.64003922647163
477,102.55399153376015
478,63.492090852612456
479,32.55205616954472
480,10.758909310302176
481,11.881521283345062
482,29.583866214469797
483,100.48607702193176
484,227.50558893060693
485,317.16151318143864
486,418.3348002485087
487,545.4614385812721
488,584.5221077311993
489,591.8059164795266
490,585.7843891741813
491,567.2565547007074
492,524.4976152550194
493,619.7967565914552
494,600.2617918667156
495,417.352552705766
496,311.0878845941751
497,293.26166470377046
498,285.41532962693145
499,213.4815319689623
500,136.8548444348159
501,101.00194087395852
502,74.47931125824284
503,32.644223377593036
504,12.719499336339787
505,10.456948512317501
506,21.63736635188554
507,96.58944818796418
508,172.71102436163338
509,283.83869329372885
510,411.3868381950613
511,505.6423966889552
512,564.1297543568404
513,562.5325819850096
514,568.0365417097895
515,556.7782779203094
516,498.3582537010998
517,544.6525752406733
518,552.0762306208806
519,398.5864210976142
520,283.26868854151854
521,235.00953762536986
522,157.21299352808634
523,76.02112588166483
524,34.02800132088462
525,17.834496616533684
526,8.116444764489302
527,4.135295678553665
528,4.054148723460105
529,23.470552021761986
530,139.38488698268708
531,357.83732492558937
532,595.2532899155404
533,329.4934974131481
534,206.29412906143543
535,236.22326943385877
536,297.1578685076101
537,277.78866784084624
538,269.5411741957027
539,284.02740305288467
540,381.1816092379559
541,699.4076886734749
542,719.4389685254963
543,495.0588017148923
544,308.2412209600921
545,230.63541710421413
546,162.12158974902474
547,73.48733112412897
548,34.52406061353643
549,12.820507297097953
550,9.096664736945963
551,3.507276154299986
552,3.372143244099045
553,13.156797231978478
554,134.8335621392368
555,167.3368320752982
556,567.3403257505548
557,323.49024592780955
558,132.21226886006542
559,146.94229109958937
560,161.74234789193764
561,175.89515365397497
562,120.22169710360974
563,184.80622071145956
564,316.8914202477993
565,564.676328138725
566,633.0233310092297
567,443.6763031071829
568,295.1903412395823
569,243.36614270456957
570,130.9208856087588
571,51.358952128787706
572,25.03592027174899
573,16.614168413470235
574,7.412411866530575
575,3.5385936586785083
576,4.161790744246934
577,26.811543187295893
578,140.98529675773253
579,351.6221590402717
580,597.5238221969803
581,332.84305758346227
582,200.87865920534773
583,223.73672568932486
584,281.4702145826046
585,274.3771133010448
586,262.93613809621877
587,283.7499280859702
588,373.38895002037714
589,705.341915056819
590,693.0021515428691
591,497.2628408662291
592,379.9443437299626
593,270.0876275318411
594,188.8745293318055
595,91.13270390037042
596,46.516055648417364
597,23.137025940382866
598,7.5035786136143034
599,3.9521392123599397
600,4.10000052489365
601,22.76373868435581
602,141.5268419375198
603,369.1485245601724
604,613.3401556149295
605,334.5927376121362
606,200.64245078544573
607,228.54745524757342
608,266.43879748492685
609,297.39087784622757
610,266.8942590443966
611,287.7101703705423
612,391.15652146277705
613,801.5196375389569
614,785.6306462994485
615,501.4557559464813
616,421.7712731137307
617,296.2275703310877
618,252.38914945698278
619,126.82290120996981
620,65.31146499517205
621,34.47534853848644
622,13.779973301189031
623,5.338220095069008
624,5.1547089516318385
625,25.90352337652117
626,145.89205738920464
627,354.641156756196
628,595.5160384316928
629,315.51675656127645
630,245.3410061343603
631,266.6847134430351
632,373.0209150389487
633,381.89302556015576
634,378.1768279564937
635,383.1817761205359
636,522.4971621391934
637,720.6998645019489
638,760.7956222630467
639,481.81331915263735
640,380.05377839975733
641,295.5211871902787
642,277.35791931554814
643,193.21241812120513
644,141.3468654785315
645,102.9378466048238
646,63.82259614160057
647,28.388765129687208
648,12.023230526118983
649,12.089865002995642
650,28.801330651017768
651,102.46186954525731
652,215.291865711343
653,321.4698449230267
654,427.27356302319765
655,558.0472690611841
656,618.6719260072399
657,641.1042758433666
658,624.5399898716662
659,609.8185127068914
660,535.135649898052
661,583.5128959639723
662,577.4745955413838
663,411.29324284920693
664,316.55801381903444
665,265.0540552010518
666,258.3918380309399
667,181.64932764443324
668,135.01724923914134
669,110.6080791385987
670,68.34475958450334
671,30.165380673912278
672,11.887908615340784
673,12.347681734320275
674,23.014496891049447
675,80.36161365930514
676,159.02480751901345
677,255.52446838810428
678,369.73749585472945
679,477.69040614732023
680,538.017611833879
681,592.5241524038996
682,578.7112469305267
683,580.441316580887
684,507.3643800419151
685,535.7922228851398
686,514.6561217733616
687,390.72313138216055
688,283.85951536704084
689,231.3765930623738
690,160.89375547907025
691,92.91035092099939
692,35.352390287426985
693,16.266400840657994
694,11.186761256835657
695,4.404294476074449
696,4.613986167712182
697,14.220515948462445
698,64.04401458529173
699,79.36884706912963
700,613.1353071994791
701,324.97015704528246
702,61.64182256369985
703,197.9179423583833
704,118.88422758454779
705,208.20038958391947
706,239.14594431494112
707,251.15983261614252
708,389.3756027410027
709,723.7165903265192
710,723.1183387858175
711,505.1904575384871
712,285.2755624368249
713,235.34857561757124
714,150.7364361363036
715,50.97380338072678
716,31.984601425321443
717,13.616361238620252
718,7.4717098524930545
719,3.753673784750121
720,4.025215120930232
721,23.702011471942754
722,132.9631555248855
723,364.20637818851037
724,606.133208863743
725,312.70464886007903
726,187.3432049871128
727,223.63007275138406
728,278.16038022683273
729,291.30100106479125
730,268.68263021866676
731,281.33191566232057
732,373.2073657188131
733,751.489174256627
734,751.8624287117536
735,513.1002082410773
736,366.5333822650172
737,282.9060510410785
738,135.54630492844717
739,80.76817198164734
740,35.80985289576764
741,19.802929058499686
742,9.55808499912601
743,3.7486165817902926
744,3.9791341137632883
745,27.150554797157426
746,131.17077427696142
747,374.58148948526957
748,596.2972333180398
749,308.8736621703498
750,209.71223577293551
751,241.21874456178347
752,319.84759817755884
753,319.0917921564695
754,281.4443845724486
755,294.8881792831401
756,365.5791130485159
757,745.7770679363939
758,748.2929590267937
759,505.175600339425
760,401.02395287730997
761,295.853140633914
762,197.9652842375937
763,87.2973797634868
764,47.33317884470539
765,26.486116702210822
766,7.626498615180769
767,5.392063326307541
768,6.152598778060819
769,25.240811213061875
770,132.4314186203822
771,385.0694510405388
772,601.8401516715164
773,342.61864183635817
774,212.57628737428655
775,248.19318668174833
776,314.96588947990045
777,316.2965452426209
778,281.7565607176055
779,289.6804896813492
780,395.4103728556098
781,741.4511813505727
782,783.692021487461
783,493.5823154401172
784,390.7860206060147
785,304.8444492491958
786,266.2803460080824
787,140.636829794811
788,60.00734874674405
789,35.61300844237848
790,14.051706313868205
791,7.930836504272346
792,8.3488208378456
793,22.823563294351928
794,134.78722501191183
795,356.9336013546959
796,575.5254435903014
797,315.73493438119397
798,245.52655800442918
799,265.49251372706965
800,360.62424805577433
801,379.60053485016033
802,375.2491989871062
803,379.26150568544966
804,498.40715351794256
805,770.1799591773719
806,757.5972568881066
807,482.7719072385846
808,336.5291755216183
809,161.71187535201835
810,274.58756583781326
811,207.29241995043395
812,139.55774181132273
813,92.57563792756652
814,65.04430509228801
815,27.858255640865888
816,7.281394553272364
817,5.588558371686033
818,27.934431468946414
819,115.36128082405864
820,230.1248927047978
821,312.775835356573
822,405.7887709467044
823,516.2987112216525
824,580.759314285876
825,603.157386525953
826,594.6047093882619
827,571.6951117484917
828,536.6619066285422
829,599.8428952255465
830,582.6892959245572
831,418.89153487286825
832,304.2228554665086
833,282.20760634036367
834,284.1667896859932
835,218.29532870396804
836,137.0643706865659
837,104.27272176933728
838,70.27816829166264
839,36.719920480529474
840,9.60381553574184
841,10.962234608505529
842,22.314466720748534
843,110.87683544846338
844,178.9839865392553
845,289.46931556505683
846,406.22232005461063
847,503.23141784908296
848,559.017955419939
849,576.3812088199112
850,549.1172785358305
851,549.3430446513805
852,495.03967497786203
853,566.214284306993
854,553.959987900882
855,399.2330097282035
856,291.73748553386605
857,247.72418471065512
858,150.70585401317638
859,76.00968271824107
860,34.01430081618966
861,15.063897534533695
862,10.88007194077143
863,5.788863269656894
864,5.303143076718898
865,24.60420288196614
866,145.45868058773823
867,347.3620830291155
868,595.5952317701356
869,326.6401269119136
870,208.67112301167816
871,235.21744119136156
872,278.7136818138217
873,286.3402773552548
874,280.3446944526543
875,286.74136488079097
876,394.70424870583935
877,685.8706471328871
878,677.6193175050613
879,491.61615945354373
880,315.3072922959024
881,229.7693760917213
882,140.0567467700971
883,77.07050704657911
884,30.153378950592494
885,13.757491290063047
886,7.6326448794046
887,6.19526001022437
888,5.714206800968035
889,25.88550741645763
890,145.6934162468243
891,324.13221278603254
892,620.6838308120196
893,324.71477399339517
894,204.96708019593672
895,227.76857772478579
896,276.82422333772246
897,274.69442088139044
898,262.7440590118049
899,285.0159240143779
900,372.08031187776254
901,706.6518317256357
902,713.3413573727448
903,508.8659204409358
904,369.17360048892067
905,297.389932883519
906,176.15283666991965
907,89.70673862794209
908,37.41913621962383
909,14.086375579541645
910,7.103871125155051
911,6.700669440125056
912,5.828920358672113
913,27.141314135687413
914,141.1824577291632
915,371.5905590882129
916,613.5382160782233
917,335.19215362843045
918,213.61417371511763
919,233.2937331892498
920,280.45495671832174
921,278.22174258494556
922,262.57215658437906
923,281.61195270330666
924,371.3950502427757
925,711.4698286278955
926,713.045969938514
927,525.6441732970701
928,390.3345224688388
929,301.295116618728
930,190.24667938050825
931,103.37645890068137
932,48.24450241430784
933,26.25161064161871
934,6.799058904259234
935,6.633913158558231
936,6.609010512449575
937,26.94663752240684
938,141.28226311254585
939,381.71327151270407
940,608.1885811218363
941,342.1939530031979
942,216.46035846986342
943,247.1672183836732
944,281.01283332646153
945,283.736638146033
946,267.8308841769474
947,283.3178181682878
948,399.4875303436643
949,777.5210342432505
950,761.5904454079027
951,534.382493835251
952,398.6303656039775
953,304.8622934919997
954,268.16348511462223
955,142.73551554828663
956,61.298624431636284
957,35.69181907322822
958,14.39529597263238
959,6.2314517857573195
960,7.066598053850868
961,26.714359169100216
962,137.77414728440408
963,356.1504985431001
964,579.3910821048532
965,317.4008927933748
966,251.87204873693
967,262.38679783679356
968,372.76693203554316
969,380.9141011114695
970,374.5584492762297
971,363.28040745033036
972,474.4181568400706
973,778.4754028929261
974,746.0267149863815
975,482.5447299048048
976,380.7969632248948
977,276.77325229112193
978,124.36448656207008
979,112.71776867215029
980,131.65234737836738
981,82.1938177239758
982,64.80253449205294
983,28.651053724822397
984,8.674141864421305
985,6.9036829331185245
986,20.668935693963107
987,103.89717209445392
988,191.78178304654796
989,241.5484015792398
990,408.4287088572748
991,534.8216898795262
992,588.3250508800978
993,601.0391341377873
994,593.8515596540232
995,590.5344954073383
996,522.6345064887686
997,647.6444093641766
998,626.8692290546084
999,422.19838951722784
1000,303.360375438585
1001,282.8210564331264
1002,288.0147381931356
1003,209.2498073876584
1004,126.25511530274176
1005,97.06070024708991
1006,75.40656799301692
1007,32.330385286763565
1008,8.212090244528437
1009,12.907629660611551
1010,22.81788334943163
1011,112.57673758604156
1012,181.6173722606112
1013,277.588745595284
1014,409.93090999665424
1015,501.18976884958073
1016,561.0944279277734
1017,571.9148762677503
1018,567.1842052469209
1019,562.5678712788439
1020,496.33626364550776
1021,525.4800212151428
1022,530.6824281545946
1023,388.5187071384634
1024,277.07275108166226
1025,243.7417302402456
1026,156.24001303857415
1027,65.4791064915294
1028,35.734804820465
1029,11.93218541220681
1030,9.524210601478655
1031,4.416511230000879
1032,4.811927438385424
1033,22.785268503146984
1034,141.41699658203333
1035,367.20121832644213
1036,602.2454537812504
1037,338.09809710307485
1038,212.24449981757536
1039,231.71471234871586
1040,305.58134260569386
1041,288.14013879364506
1042,280.4773544636734
1043,290.9524584915277
1044,386.83977796146144
1045,732.9376523328558
1046,758.7292130394475
1047,481.5932834760581
1048,310.5177530132418
1049,253.63457698677072
1050,162.16249825936154
1051,78.05351871688976
1052,30.472382841846542
1053,12.265496470819151
1054,8.7397866008287
1055,6.258594578963404
1056,6.08102500467993
1057,25.67838353167662
1058,146.2876727626583
1059,357.33846435354235
1060,603.3933243759666
1061,345.39858336991125
1062,213.4198778395453
1063,241.56183863347295
1064,310.3848995088579
1065,304.99144962736756
1066,283.93273978819605
1067,286.4983693155756
1068,383.21412537732664
1069,757.4665804747052
1070,731.1686828702917
1071,477.403939924288
1072,186.6591917365959
1073,251.54143319663996
1074,138.79355974384674
1075,89.5827246581863
1076,117.38547197249173
1077,83.1612779082213
1078,42.51406554767717
1079,22.19478648347306
1080,8.693510468129116
1081,11.668101358075843
1082,41.09866617025217
1083,170.441894034237
1084,262.923635348014
1085,320.58564124445337
1086,297.004316176439
1087,288.38454216014185
1088,292.9347520582873
1089,302.13474188735586
1090,300.5492438270861
1091,296.2947192576892
1092,416.39687872798424
1093,665.6727429082339
1094,658.8946666001104
1095,417.39978813604256
1096,329.14859837292687
1097,285.93552079991105
1098,192.16164570261577
1099,96.65441678791727
1100,48.326141538779495
1101,20.949626547432118
1102,7.062368721407387
1103,5.047328005220417
1104,5.366996499095318
1105,26.887409891583754
1106,139.35787863909232
1107,372.15968779848373
1108,614.3161925832964
1109,335.7181006196439
1110,212.13856768087993
1111,240.1538021596872
1112,281.3946959756648
1113,288.5808471296005
1114,268.5698840445486
1115,283.3888429418459
1116,395.9314924049204
1117,779.9609847238203
1118,704.4162054585208
1119,484.8781966452026
1120,360.34586645358735
1121,305.56788100080206
1122,265.1078562385245
1123,138.2328123967844
1124,61.194712206328866
1125,34.04795670039688
1126,14.381129890187133
1127,6.842154925682138
1128,7.517096368841044
1129,26.551260300736978
1130,146.90581165427028
1131,359.3250753659226
1132,576.3169846290418
1133,330.4562740619934
1134,254.48450124945103
1135,264.51449921962643
1136,358.1290450246873
1137,363.44629388456246
1138,370.1898398402995
1139,378.65840802605715
1140,479.7222738964874
1141,744.1395030291216
1142,751.7141431498166
1143,487.9875219629241
1144,358.36781689091123
1145,293.14662315061656
1146,274.207533461171
1147,206.04368113893744
1148,133.89750038297575
1149,89.36736969386003
1150,66.20320133637395
1151,29.028257562476814
1152,9.15716487469643
1153,10.458024654046275
1154,29.762188694869437
1155,120.57220124565106
1156,235.67809729371476
1157,305.4229385568506
1158,415.05715915041645
1159,534.3379112861609
1160,578.8430796150708
1161,599.7162875071821
1162,616.225492259284
1163,631.3613228571339
1164,526.1629540518524
1165,615.6807521267539
1166,615.5338605377368
1167,412.4139266573525
1168,301.2019491563967
1169,292.08921229247693
1170,283.70627734304077
1171,208.12267908673167
1172,133.8539297835257
1173,102.52317300834474
1174,65.92849873769032
1175,34.99956172275769
1176,7.0401694441805045
1177,9.357465408939182
1178,20.07803108407601
1179,107.05038901604527
1180,186.3473214104782
1181,283.79058615363044
1182,399.87381205276034
1183,503.1458514775412
1184,556.1250270818815
1185,572.9959201514274
1186,569.8818699589809
1187,242.60458642687888
1188,500.7685913686212
1189,567.7659378029026
1190,546.3859130839123
1191,394.909980717842
1192,280.5822644016069
1193,239.38244507702905
1194,99.88660471008667
1195,57.936206999916905
1196,25.79998280839403
1197,12.57488469726353
1198,3.528016720176639
1199,3.1701831781040983
1200,3.993980053624001
1201,22.591939457241647
1202,61.7920687486397
1203,96.01602393115718
1204,597.9874531648869
1205,326.44066923635813
1206,191.2918065346318
1207,227.60635308718085
1208,278.9545316354455
1209,272.9711588671179
1210,261.9780111965947
1211,279.4973114908088
1212,382.52160142728314
1213,754.3051389108821
1214,726.3397715207309
1215,492.60518796104253
1216,286.20312715064176
1217,232.25548530270234
1218,159.19530736987983
1219,76.14939897897044
1220,31.871652959792712
1221,15.429222496992052
1222,9.277488667604388
1223,6.592362565328104
1224,5.276111229223624
1225,25.131296966476878
1226,135.41132702179442
1227,374.21156646573235
1228,600.2833632939445
1229,332.68529003889154
1230,206.53592283449802
1231,243.14524840067295
1232,314.76325961133307
1233,308.00053183369727
1234,279.43638286847414
1235,291.29316442106614
1236,373.3293087099839
1237,777.4863515272203
1238,370.24232994417883
1239,295.02672239199484
1240,114.63480111539327
1241,76.10996601699642
1242,142.61237800097004
1243,83.13823381062934
1244,32.336859066926614
1245,15.355143444820458
1246,5.938592871237398
1247,5.22301840226453
1248,5.461499265736167
1249,27.986496421702277
1250,142.13431228415538
1251,394.6132620056455
1252,593.1470268563513
1253,312.0102503634411
1254,206.6290670793382
1255,230.92458253678848
1256,311.8435006184073
1257,298.6424544681207
1258,282.107830079797
1259,290.33563055506454
1260,375.10166820371916
1261,771.4559316822541
1262,758.6479823580621
1263,493.76689739424376
1264,358.40478154807994
1265,288.6376149375394
1266,189.2700849665634
1267,92.225062268607
1268,47.09625677835798
1269,21.01285904666492
1270,7.3931605467461985
1271,6.577301982529254
1272,6.366180218832908
1273,26.312960249753782
1274,144.40501894084915
1275,381.2185770361939
1276,601.3648173847047
1277,341.77129539021
1278,215.89857502135095
1279,248.1448430668032
1280,312.27865961638605
1281,288.5808471296005
1282,276.2749646695338
1283,296.2026427965396
1284,395.1977104438771
1285,775.2958079214311
1286,753.8144690401197
1287,491.6804030941013
1288,398.50722110303207
1289,296.72185772484085
1290,269.65436059776795
1291,134.45230706867468
1292,61.20951926493691
1293,38.95220973370706
1294,12.524835609983558
1295,5.858188722332119
1296,6.47642825425317
1297,23.66991179314135
1298,135.01499970449552
1299,358.20955937300204
1300,582.473440089611
1301,322.26338715283606
1302,252.75336130076815
1303,263.4206748668772
1304,360.0041747627663
1305,370.0697082184677
1306,364.8938570053973
1307,365.4546536563811
1308,509.47260153022876
1309,770.637532563431
1310,793.3802056131731
1311,479.13563274405084
1312,361.5669517719258
1313,290.53474357310296
1314,283.80233998582764
1315,208.1940444981865
1316,133.89137262098424
1317,98.36735604489202
1318,64.42045164534258
1319,30.559938310264968
1320,8.857953603487005
1321,12.55122050512581
1322,29.021754219833728
1323,105.50810211741654
1324,204.78069390827875
1325,307.58805338904835
1326,405.65547948999597
1327,510.1989864638911
1328,562.6950326597088
1329,596.730947096968
1330,614.4368638095368
1331,582.0427814970731
1332,495.9441625368571
1333,235.0384156450341
1334,528.0251164792951
1335,356.7863253417306
1336,253.20472991531486
1337,227.7487008785743
1338,263.5975618141682
1339,204.50164376289092
1340,131.6900975363139
1341,91.24832143384891
1342,66.65432196837584
1343,31.08244787167437
1344,7.244886181518577
1345,7.770408072446035
1346,20.65634871255325
1347,119.03723778575934
1348,189.9162809456607
1349,268.1989014983623
1350,384.88633528367325
1351,489.8727225058324
1352,557.0002813234853
1353,583.1913407265063
1354,568.2106398830042
1355,536.9478792280544
1356,506.0254665781196
1357,514.5657210626499
1358,234.0902005943674
1359,336.31593346648424
1360,260.6046763866355
1361,222.20380318271282
1362,127.92487322736494
1363,79.73257354951376
1364,30.27844083079306
1365,14.689990431551928
1366,9.080080506425304
